Lp.;Nr RSPO;woj;pow;gm;Województwo;Powiat;Gmina;Typ gminy;Miejscowość;Klasa wielk.;Typ;Nazwa typu;Złożoność;Nazwa szkoły, placówki;Patron;Ulica;Nr domu;Kod poczt.;Poczta;Telefon;Fax;WWW;Publiczność;Kateg. uczniów;Spec. szkoły;Związ. organiz.;Kod org. prowadz.;Nazwa organu prowadzącego;woj. org. prow.;pow. org. prow.;gmina org. prow.;typ gminy;Kod;Nazwa organu rejestrującego;woj. org. rejesr.;pow. org. rejestr;gmina org. rejestr.;Regon;Uczniowie, wychow., słuchacze;w tym dziewczęta;w tym w oddziałach przedszk.;w tym w oddziałach innego typu;Oddziały;Nauczyciele pełnozatrudnieni;Nauczyciele niepełnozatrudnieni (stos.pracy);Nauczyciele niepełnozatrudnieni (w etatach);e-mail;Nr RSPO jednostki sprawozdawczej;Regon jednostki sprawozdawczej;Lon;Lat
13117;83568;2;19;1;WOJ. DOLNOŚLĄSKIE;Powiat świdnicki;Świdnica;M;Świdnica;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa ŚSO Bliżej Dziecka;;JAGIELLOŃSKA;30;58-100;ŚWIDNICA;748522979;748522979;niepubliczna12.swidnica.pl;2;1;100;100;22;ŚWIDNICKIE STOWARZYSZENIE OŚWIATOWE BLIŻEJ DZIECKA;2;19;1;M;1;Gmina Świdnica (miejska);2;19;1;2,20E+12;227;114;21;0;11;18;16;7,02;dyrektor@niepubliczna12.swidnica.pl;83568;2,20E+12;16.483773984210515;50.84788695
13118;262539;2;19;1;WOJ. DOLNOŚLĄSKIE;Powiat świdnicki;Świdnica;M;Świdnica;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa z Oddziałami Przysposabiającymi do Pracy w Świdnicy;;Wałbrzyska;54;58-100;Świdnica;748530312;748530312;www.rzemieslnik.szkolnastrona.pl;2;1;100;100;33;Konrad Kulon;2;19;1;M;1;Gmina Świdnica (miejska);2;19;1;3,68E+13;85;22;0;44;4;5;8;4,1;szkola.kulon@wp.pl;262539;3,68E+13;16.474506761092258;50.83359495
13119;104024;2;19;1;WOJ. DOLNOŚLĄSKIE;Powiat świdnicki;Świdnica;M;Świdnica;2;3;Szkoła podstawowa;1;Społeczna Szkoła Podstawowa w Świdnicy;;MICKIEWICZA;1-3;58-100;ŚWIDNICA;748524375;748524375;www.szkolaspoleczna.pl;2;1;100;100;32;"FUNDACJA ""NASZEJ SZKOLE""";2;19;1;M;1;Gmina Świdnica (miejska);2;19;1;2,20E+12;160;82;0;13;10;14;14;5,67;sekretariat@szkolaspoleczna.pl;104024;2,20E+12;;
13177;66692;2;20;3;WOJ. DOLNOŚLĄSKIE;Powiat trzebnicki;Trzebnica;M-Gm;Trzebnica;2;3;Szkoła podstawowa;1;Językowa Integracyjna Szkoła Podstawowa;Aniołów Stróżów;Wrocławska;10;55-100;Trzebnica;713870651;;szkola-integracyjna.edu.pl;2;1;100;100;33;Agnieszka Mandryga;2;20;3;M-Gm;1;Gmina Trzebnica (miejsko-wiejska);2;20;3;2,20E+12;32;16;0;0;3;6;3;1,61;sekretariat@man.edu.pl;66692;2,20E+12;17.060656807457942;51.302126900000005
13195;56539;2;21;3;WOJ. DOLNOŚLĄSKIE;Powiat wałbrzyski;Szczawno-Zdrój;M;Szczawno-Zdrój;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła PodstawaSpecjalna przy Uzdrowiskowym Szpitalu Dziecięcym Mieszko;;Ogrodowa;5;58-310;Szczawno Zdrój;748403650;748403650;;2;1;1;12;33;Marzena Sobczyk;2;21;3;M;3;Powiat wałbrzyski (ziemski);2;21;;2,20E+12;53;0;0;13;0;3;12;4,34;marzenasobczyk@autograf.pl;56539;2,20E+12;16.2560831;50.8046794
13200;68568;2;21;5;WOJ. DOLNOŚLĄSKIE;Powiat wałbrzyski;Głuszyca;M-Gm;Głuszyca Górna;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Fundacji Jawor w Głuszycy Górnej;;Kłodzka;103;58-340;Głuszyca;746606229;;;2;1;100;100;32;Fundacja Jawor;2;21;5;M-Gm;1;Gmina Głuszyca (miejsko-wiejska);2;21;5;3,62E+13;73;37;11;6;10;1;0;0;szkolagg@fundacjajawor.eu;68568;3,62E+13;16.377808;50.6741225
13230;17808;2;22;3;WOJ. DOLNOŚLĄSKIE;Powiat wołowski;Wołów;M-Gm;Wołów;2;3;Szkoła podstawowa;2;Niepubliczna Szkoła Podstawowa;;Zaułek Zielony;20;56-100;Wołów;713894591;713894591;sisr.com.pl;2;1;100;100;22;Stowarzyszenie Inicjatywa Samorządowa Razem;2;22;3;M-Gm;1;Gmina Wołów (miejsko-wiejska);2;22;3;2,20E+12;219;103;0;0;14;0;0;0;zss.wolow@gazeta.pl;13201;2,20E+12;16.634390978418743;51.3267061
13254;264638;2;23;4;WOJ. DOLNOŚLĄSKIE;Powiat wrocławski;Kąty Wrocławskie;M-Gm;Mokronos Górny;3;3;Szkoła podstawowa;1;Niepubliczna Szkola Podstawowa Montessori DCEM;;Wrocławska;22;55-080;Kąty Wroclawskie;537212370;;;2;1;100;100;32;Dolnośląskie Centrum Edukacji Montessori;2;23;4;M-Gm;1;Gmina Kąty Wrocławskie (miejsko-wiejska);2;23;4;3,68E+13;54;20;0;0;6;0;1;0,5;szkola@dcem.pl;264638;3,68E+13;16.91753738467598;51.07541295
13255;268391;2;23;4;WOJ. DOLNOŚLĄSKIE;Powiat wrocławski;Kąty Wrocławskie;M-Gm;Mokronos Górny;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Międzynarodowa Akademia Montessori;;WROCŁAWSKA;25;55-080;SMOLEC;570340350;;IMA.ORG.PL;2;1;100;100;33;SPECTRUM PROGRESS EWELINA DONATTI;2;23;4;M-Gm;1;Gmina Kąty Wrocławskie (miejsko-wiejska);2;23;4;3,81E+13;26;12;11;0;4;1;0;0;OFFICE@IMA.ORG.PL;268391;3,81E+13;16.9164203;51.0751295
13256;44625;2;23;4;WOJ. DOLNOŚLĄSKIE;Powiat wrocławski;Kąty Wrocławskie;M-Gm;Zachowice;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Zachowicach Stowarzyszenie Na Rzecz Rozwoju Wsi Zachowice i Okolic;;Słoneczna;4;55-080;Kąty Wrocławskie;713168719;713168719;;2;1;100;100;22;STOWARZYSZENIE NA RZECZ ROZWOJU WSI ZACHOWICE I OK;2;23;4;M-Gm;1;Gmina Kąty Wrocławskie (miejsko-wiejska);2;23;4;2,20E+12;121;59;48;0;11;11;8;3,43;nspzachowice@poczta.onet.pl;44625;2,20E+12;16.787260850000003;50.98208805
13257;118858;2;23;4;WOJ. DOLNOŚLĄSKIE;Powiat wrocławski;Kąty Wrocławskie;M-Gm;Gądów;3;3;Szkoła podstawowa;2;Szkoła Podstawowa Specjalna w Jaszkotlu;;Jaszkotle;21;55-080;Kąty Wrocławskie;713906974;713906974;www.nsosw.pl;2;1;1;11;28;Zgromadzenie Sióstr Maryi Niepokalanej;2;23;4;M-Gm;3;Powiat wrocławski (ziemski);2;23;;2,22E+12;47;23;17;0;13;0;0;0;nsoswj@gmail.com;21743;2,20E+12;16.9024853;51.056632
13271;69346;2;23;7;WOJ. DOLNOŚLĄSKIE;Powiat wrocławski;Sobótka;M-Gm;Ręków;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa z Oddziałami Integracyjnymi w Rękowie;;Nasławicka;21;55-050;Sobótka;713162691;;stowarzyszenie-aktywni.pl;2;1;100;100;22;Aktywni-Stowarzyszenie Wsparcia i Rozwoju Regionu;2;23;7;M-Gm;1;Gmina Sobótka (miejsko-wiejska);2;23;7;2,20E+12;192;83;32;0;15;1;26;9,79;biuro@stowarzyszenie-aktywni.pl;69346;2,20E+12;16.83357366047106;50.92585065
13277;85053;2;23;8;WOJ. DOLNOŚLĄSKIE;Powiat wrocławski;Siechnice;M-Gm;Kotowice;3;3;Szkoła podstawowa;1;Katolicka Szkoła Podstawowa Caritas Archidiecezji Wrocławskiej w Kotowicach im. Ks. Jana Twardowskiego;Ksiądź Jan Twardowski;Podwalna;1;55-010;Św. Katarzyna;713029478;713029478;www.kspkotowice.caritas.pl;2;1;100;100;28;Caritas Archidiecezji Wrocławskiej;2;64;1;M;1;Gmina Siechnice (miejsko-wiejska);2;23;8;2,20E+12;179;97;24;0;9;15;8;3,22;kotowice@wroclaw.caritas.pl;85053;2,20E+12;17.223707665041402;51.0253683
13302;68472;2;24;6;WOJ. DOLNOŚLĄSKIE;Powiat ząbkowicki;Ziębice;M-Gm;Lubnów;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa;im. ks. Jana Twardowskiego;;42;57-220;Ziębice;748199025;748199025;www.nsplubnow.szkolnastrona.pl;2;1;100;100;22;Stowarzyszenie Na Rzecz Rozwoju, Promocji Wsi Lubn;2;24;6;M-Gm;1;Gmina Ziębice (miejsko-wiejska);2;24;6;2,20E+12;87;43;0;0;8;11;6;2,51;nsp.lubnow@interia.pl;68472;2,20E+12;17.016633765699545;50.5124806
13310;263312;2;25;2;WOJ. DOLNOŚLĄSKIE;Powiat zgorzelecki;Zgorzelec;M;Zgorzelec;2;3;Szkoła podstawowa;1;Łużycka Szkoła Podstawowa;;Partyzantów;4;59-900;Zgorzelec;757714023;757714023;gimluzyckie.edu.pl;2;1;100;100;22;Stowarzyszenie na Rzecz Rozwoju LO;2;25;2;M;1;Gmina Zgorzelec (miejska);2;25;2;3,68E+13;42;25;0;28;4;0;26;4,85;luzyckasp@o2.pl;263312;3,68E+13;15.00405195416359;51.148875950000004
13311;68125;2;25;2;WOJ. DOLNOŚLĄSKIE;Powiat zgorzelecki;Zgorzelec;M;Zgorzelec;2;3;Szkoła podstawowa;2;"Szkoła Podstawowa ""Prymus"" w Zgorzelcu";;Wolności;8;59-900;Zgorzelec;757751799;757751700;;2;1;100;100;33;Anita Jędrejek;2;25;2;M;1;Gmina Zgorzelec (miejska);2;25;2;2,20E+12;34;14;0;0;5;0;0;0;prywatne.lo@poczta.onet.;83702;2,30E+13;15.003322031580286;51.14905115
13312;82805;2;25;2;WOJ. DOLNOŚLĄSKIE;Powiat zgorzelecki;Zgorzelec;M;Zgorzelec;2;3;Szkoła podstawowa;2;"Szkoła Podstawowa ""Tęcza""";brak;BOH. II AWP;16;59-900;ZGORZELEC;766460620;756460620;www.szkoly-tecza.pl;2;1;100;100;31;DPFA EUROPRYMUS SP. Z O.O.;2;25;2;M;1;Gmina Zgorzelec (miejska);2;25;2;2,20E+12;253;116;0;18;17;0;0;0;szkolatecza@dpfa-europrymus.pl;121365;2,23E+12;;
13313;262424;2;25;2;WOJ. DOLNOŚLĄSKIE;Powiat zgorzelecki;Zgorzelec;M;Zgorzelec;2;3;Szkoła podstawowa;1;Szkoła Podstawowa COGITO;;Piłsudskiego;1;59-900;Zgorzelec;;;www.cogitozgorzelec.pl;2;1;100;100;33;Beata Winkler-Krupińska, Bartłomiej Czarnecki;2;25;2;M;1;Gmina Zgorzelec (miejska);2;25;2;3,68E+13;109;53;0;16;8;3;18;7,18;kontakt@cogitozgorzelec.pl;262424;3,68E+13;15.0032856;51.1504124
13370;58921;2;61;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Jelenia Góra;M. Jelenia Góra;M;Jelenia Góra;2;3;Szkoła podstawowa;1;Społeczna Szkoła Podstawowa Społecznego Towarzystwa Oświatowego w Jeleniej Górze;Jan Paweł II;Bronka Czecha;1:00 AM;58-570;Jelenia Góra;757553527;757553527;szkola-spoleczna.pl;2;1;100;100;22;Samodzielne Koło Terenowe nr 72 STO;2;61;1;M;1;Gmina M. Jelenia Góra (miejska);2;61;1;2,20E+12;40;16;0;0;7;5;17;6,69;gimsto@wp.pl;58921;2,20E+12;;
13371;263642;2;61;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Jelenia Góra;M. Jelenia Góra;M;Jelenia Góra;2;3;Szkoła podstawowa;1;"Szkoła Podstawowa dla Dorosłych ""AMICUS"" w Jeleniej Górze";;CIEPLICKA;16;58-560;JELENIA GÓRA;757522305;;amicus.jelenia.pl;2;2;100;100;33;KRZYSZTOF ZABORSKI;2;25;7;Gm;1;Gmina M. Jelenia Góra (miejska);2;61;1;3,68E+13;123;32;0;0;4;2;10;5,94;amicus@jelenia.pl;263642;3,68E+13;15.677076720444655;50.86493725
13386;15121;2;62;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Legnica;M. Legnica;M;Legnica;2;3;Szkoła podstawowa;1;Niepubliczna Katolicka Szkoła Podstawowa im. Św. Rodziny;;Słubicka;7;59-220;Legnica;;;;2;1;100;100;22;Rodzina;2;62;1;M;1;Gmina M. Legnica (miejska);2;62;1;2,20E+12;204;107;0;0;17;13;9;5,84;;15121;2,20E+12;16.1589249;51.2195117
13387;120276;2;62;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Legnica;M. Legnica;M;Legnica;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ,,Dar Losu""";;Gliwicka;6;59-220;Legnica;782001332;;www.darlosu.szkolnastrona.pl;2;1;100;100;22;"Stowarzyszenie ,,Dar Losu""";2;62;1;M;1;Gmina M. Legnica (miejska);2;62;1;2,23E+12;34;5;0;0;14;21;11;3,04;darlosu1@wp.pl;120276;2,23E+12;16.173147947078967;51.217000299999995
13388;269411;2;62;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Legnica;M. Legnica;M;Legnica;2;3;Szkoła podstawowa;1;PROFESJA SZKOŁA PODSTAWOWA DLA DOROSŁYCH W LEGNICY;;Ojców Zbigniewa i Michała;1;59-220;LEGNICA;530367237;;;2;2;100;100;31;VERTICA SP. Z O.O.;14;65;1;M;2;Powiat m. Legnica (grodzki);2;62;;3,81E+13;3;2;0;0;1;0;1;0,06;verticaspzoo@gmail.com;269411;3,81E+13;16.157983636220777;51.20885595
13389;5285;2;62;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Legnica;M. Legnica;M;Legnica;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa;;Hutników;3;59-220;Legnica;768552839;767233265;prywatnaszkola.pl;2;1;100;100;33;Teresa Jackowska;2;62;1;M;1;Gmina M. Legnica (miejska);2;62;1;2,20E+12;76;29;0;0;7;5;23;8,6;prywatnaszkola@op.pl;5285;2,20E+12;16.149618989583335;51.20238375
13390;196274;2;62;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Legnica;M. Legnica;M;Legnica;2;3;Szkoła podstawowa;1;Szkoła Podstawowa im.św Franciszka w Legnicy;Św. Franciszek z Asyżu;Ojców Zbigniewa i Michała;1;59-220;Legnica;767244214;767244200;www.klo.legnica.pl;2;1;100;100;28;Prowincja św.Antoniego i bł.Jakuba Strzemię;12;61;1;M;1;Gmina M. Legnica (miejska);2;62;1;3,68E+13;273;141;0;121;18;15;5;3,39;klo.legnica@franciszkanie.pl;196274;3,68E+13;16.157983636220777;51.20885595
13391;132510;2;62;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Legnica;M. Legnica;M;Legnica;2;3;Szkoła podstawowa;1;Szkoła Podstawowa Mistrzostwa Sportowego Miedź Legnica;;Sejmowa;5C;59-220;Legnica;767232394;;szkola@miedzlegnica.eu;2;1;100;100;31;Junior Sp. z o.o.;24;17;1;M;2;Powiat m. Legnica (grodzki);2;62;;3,66E+13;114;1;0;0;5;6;21;8,88;szkola@miedzlegnica.eu;132510;3,66E+13;16.148348165833895;51.2053056
13492;131654;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Autorska Szkoła Podstawowa JASKÓŁKA we Wrocławiu;;Robotnicza;36-38;53-608;Wrocław;713591444;;;2;1;100;100;22;Towarzystwo Edukacji Otwartej;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;3,65E+13;39;10;0;0;13;2;11;2,75;aspjaskolka@gmail.com;131654;3,65E+13;17.0048386;51.1106567
13493;268038;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Autorska Szkoła Podstawowa NAVIGO we Wrocławiu;;Sudecka;98;53-129;Wrocław;533110125;;navigo.szkola.pl;2;1;100;100;31;Innowacyjna Edukacja Sp. z o.o.;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;3,81E+13;66;36;24;0;3;4;1;0,4;dyrektor@navigo.szkola.pl;268038;3,81E+13;17.018686697604792;51.0845633
13494;23868;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;"Chrześcijańska Szkoła Podstawowa ""Arka""";;Stalowowolska;24/26;53-404;Wrocław;717879750;717879751;www.arka.edu.pl;2;1;100;100;22;"Stowarzyszenie Edukacyjne Chrześcijan ""ARKA""";2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,20E+12;151;70;0;0;8;2;21;12,85;sekretariat@arka.fonet.pl;23868;2,20E+12;16.999048;51.0915159
13495;106142;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Dwujęzyczna Szkoła Podstawowa ATUT Fundacji Edukacji Miedzynarodowej;;Racławicka;101;53-149;Wrocław;713611022;;www.fem.org.pl;2;1;100;100;32;Fundacja Edukacji Międzynarodowej;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,20E+12;380;189;29;0;23;50;33;18,61;atut@fem.org.pl;106142;2,20E+12;16.9912062;51.0797215
13496;131750;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Integracyjna Szkoła podstawowa Alto;;Kiełczowska;43;51-315;Wrocław;501508578;;;2;1;100;100;33;Marta Nowak;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;3,65E+13;46;13;13;0;6;8;0;0;szkolaalto@gmail.com;131750;3,65E+13;17.122321;51.1461207
13497;19518;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Leonardo da Vinci Niepubliczna Szkoła Podstawowa;;Młodych Techników;58;53-645;Wrocław;717937717;717937717;www.davinci.edu.pl;2;1;100;100;22;Stowarzyszenie Ogród Wyobraźni;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,20E+12;94;43;0;0;9;10;9;4,11;biuro@davinci.edu.pl;19518;2,20E+12;17.0128765;51.1185028
13498;268278;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Niepubliczna Specjalna Szkoła Podstawowa Dla Dzieci z Zaburzeniami ze Spektrum Autyzmu Kolorowa Akademia;;Aleja Pracy;24;52-232;Wrocław;531334232;;kolorowaakademia.eu;2;1;1;100;32;Kolorowa Inicjatywa;2;64;1;M;2;Powiat m. Wrocław (grodzki);2;64;;3,81E+13;8;1;0;0;3;6;0;0;kolorowawroclaw@gmail.com;268278;3,81E+13;16.98745560461072;51.094001649999996
13499;269452;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawoa ""Inspiracja""";;K.M Barskich;33/lok.2;54-115;Wrocław;;;;2;1;100;100;29;VT Sp. z .o.o.;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;3,81E+13;0;0;0;0;0;0;0;0;;269452;3,81E+13;;
13500;48011;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;NIEPUBLICZNA SZKOŁA PODSTAWOWA;;PĘGOWSKA;34;51-180;WROCŁAW;713462290;713462290;;2;1;100;100;22;STOWARZYSZENIE ROZWOJU OSIEDLA ŚWINIARY;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,20E+12;12;4;0;0;2;2;0;0;jjd1966@02.pl;48011;2,20E+12;16.9739176;51.1996949
13501;126616;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ""Dar Losu""";;Aleksandra Ostrowskiego;30;53-238;Wrocław;713347870;;http://www.darlosuwroclaw.szkolnastrona.pl/;2;1;100;100;22;"Stowarzyszenie ""UNLOCK""";2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;3,61E+13;38;5;0;0;12;19;7;1,91;szkoladarlosu@wp.pl;126616;3,61E+13;16.9731984;51.0949049
13502;119517;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa ENTE;;Orzeszkowej;80a;50-311;Wrocław;713224886;;ente.org.pl;2;1;100;100;22;Centrum Współpracy Europejskiej;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,22E+12;44;21;0;0;5;0;4;2,34;kochplus@wp.pl;119517;2,22E+12;17.0571616;51.1220975
13503;119746;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa Fundacji ""Promyk Słońca""";;Swobodna;8a;50-088;Wrocław;717827777;717827777;www.promykslonca.pl;2;1;100;100;32;"Fundacja ""Promyk Słońca""";14;65;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,22E+12;20;5;0;0;10;1;7;3,84;szkola@promykslonca.pl;119746;2,22E+12;17.0315128685364;51.09720045
13504;124500;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa International Primary School;;Drukarska;52;53-312;Wrocław;535188833;;www.ipschool.pl;2;1;100;100;31;Construction and Education Services Sp. Z o.o.;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,25E+12;138;76;36;0;9;5;2;1,92;barbara.gajda@ipschool.pl;124500;2,25E+12;17.021715191007317;51.08756955
13505;118415;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Montessori we Wrocławiu;;ul.Sieradzka;5;50-568;Wrocław;512150140;;;2;1;100;100;32;Fundacje;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,22E+12;75;32;0;0;12;10;4;1,51;sekretaria@szkola-montessori.com.pl;118415;2,22E+12;17.03137720557887;51.093211249999996
13506;127679;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Pro Futuro;-;Jedności Narodowej;117;50-301;Wrocław;537106282;537106282;www.szkolaprofuturo.pl;2;1;100;100;31;Pro Futuro Spółka z o.o.;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;3,62E+13;58;25;13;0;5;5;2;0,68;kontakt@szkolaprofuturo.pl;127679;3,62E+13;17.045922187483953;51.12338455
13507;55934;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Sióstr Salezjanek;Jan Paweł II;Plac Franciszkański;01.mar;50-070;Wrocław;713437297;713438428;www.salezjanki.edupage.ogr;2;1;100;100;28;Zgromadzenie Córek Maryi Wspomożycielki;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,20E+12;350;181;0;21;17;22;23;12,73;sekr.spw@cmw.osw.pl;55934;2,20E+12;;
13508;13695;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Terapii Behawioralnej dla Uczniów z Autyzmem;;Młodych Techników;58;53-645;Czarnieckiego;713071200;;;2;1;1;100;22;Dolnośląskie Stowarzyszenie Terapii Behawioralnej;2;64;1;M;2;Powiat m. Wrocław (grodzki);2;64;;2,20E+12;17;2;4;0;14;12;0;0;d_kolodziejczyk@hotmail.com;13695;2,20E+12;17.0128765;51.1185028
13509;14271;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Polsko-Brytyjska Dwujęzyczna Szkoła Podstawowa;;al. Akacjowa;10.gru;53-134;Urząd Pocztyowy Wrocław 14;717966861;717966862;www.bisc.wroclaw.pl;2;1;100;100;33;British International School of Cracow;12;61;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,20E+12;21;14;1;0;9;0;18;3,86;wroclaw@bisc.krakow.pl;14271;2,20E+12;;
13510;20491;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Polsko-Niemiecka Szkoła Podstawowa;;ks. Marcina Lutra;02.sie;54-239;Wrocław;717982600;717982601;www.diakonia.pl;2;1;100;100;32;Fundacja Ewangelickie Centrum Diakonii i Edukacji;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,20E+12;71;31;0;0;9;4;27;10,61;sekretariat@diakonia.pl;20491;2,20E+12;;
13511;269382;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;PROFESJA SZKOŁA PODSTAWOWA DLA DOROSŁYCH WE WROCŁAWIU;;Parkowa;18-26;51-616;WROCŁAW;530367237;;;2;2;100;100;31;VERTICA SP. Z O.O.;14;65;1;M;1;Gmina M. Wrocław (miejska);2;64;1;3,81E+13;3;2;0;0;1;0;1;0,06;verticaspzoo@gmail.com;269382;3,81E+13;17.07260954111988;51.111924
13512;124498;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa American School of Wrocław;;Partynicka;29-37;53-031;Wrocław-Krzyki;713336992;713336992;www.asw.org.pl;2;1;100;100;33;Minakshi Sharma American School of Wrocław;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,25E+12;113;54;42;0;8;0;6;0,18;biuro@asw.org.pl;124498;2,25E+12;16.9940505;51.0642703
13513;72612;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa SIGMA;;Plac Św.Macieja;7A;50-244;Wrocław;713213635;713213635;www.sigma.edu.pl;2;1;100;100;33;Danuta i Jarosław Sobkowiak;2;64;1;M;1;Gmina M. Wrocław (miejska);2;64;1;2,20E+12;33;12;2;10;9;1;12;2,58;sekretariat@sigma.edu.pl;72612;2,20E+12;;
13514;72622;2;64;1;WOJ. DOLNOŚLĄSKIE;Powiat m. Wrocław;M. Wrocław;M;Wrocław;2;3;Szkoła podstawowa;2;Społeczna Specjalna Szkoła Podstawowa Stowarzyszenia Handicap;;Stawowa;1a;50-015;Wrocław;713437815;713437815;www.handicap.edu.pl;2;1;1;100;22;Stowarzyszenie Handicap;2;64;1;M;2;Powiat m. Wrocław (grodzki);2;64;;2,20E+12;40;19;0;6;9;0;0;0;handicap.wroclaw@wp.pl;128076;3,62E+13;17.033692866756127;51.1017929
